Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	control_1 Spectral Count	control_2 Spectral Count	control_3 Spectral Count	control_4 Spectral Count	control_5 Spectral Count	control_6 Spectral Count	control_1 Unique Spectral Count	control_2 Unique Spectral Count	control_3 Unique Spectral Count	control_4 Unique Spectral Count	control_5 Unique Spectral Count	control_6 Unique Spectral Count	control_1 Total Spectral Count	control_2 Total Spectral Count	control_3 Total Spectral Count	control_4 Total Spectral Count	control_5 Total Spectral Count	control_6 Total Spectral Count	control_1 Intensity	control_2 Intensity	control_3 Intensity	control_4 Intensity	control_5 Intensity	control_6 Intensity	control_1 MaxLFQ Intensity	control_2 MaxLFQ Intensity	control_3 MaxLFQ Intensity	control_4 MaxLFQ Intensity	control_5 MaxLFQ Intensity	control_6 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q92625|ANS1A_HUMAN	Q92625	ANS1A_HUMAN	ANKS1A	1134	Homo sapiens	1:Experimental evidence at protein level	Ankyrin repeat and SAM domain-containing protein 1A	1.0	0.999	12	37	1	37	8	7	2	5	9	6	0	0	0	0	1	0	8	7	2	5	9	6	163156.08	235153.6	180100.81	223607.4	207602.62	201106.03	42686.137	44324.902	42317.703	45864.613	40037.035	41275.953	
sp|Q92636|FAN_HUMAN	Q92636	FAN_HUMAN	NSMAF	917	Homo sapiens	1:Experimental evidence at protein level	Protein FAN	1.0	0.999	2	10	10	10	2	1	2	1	2	2	2	1	2	1	2	2	2	1	2	1	2	2	49854.12	56838.547	6370.889	4774.914	7403.567	4603.602	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92664|TF3A_HUMAN	Q92664	TF3A_HUMAN	GTF3A	365	Homo sapiens	1:Experimental evidence at protein level	Transcription factor IIIA	1.0	0.999	2	8	0	8	3	1	2	0	0	2	0	0	0	0	0	0	3	1	2	0	0	2	29278.893	21551.734	6820.787	0.0	0.0	9446.993	22006.91	14558.744	0.0	0.0	0.0	0.0	tr|A0A1X7SBT5|A0A1X7SBT5_HUMAN
sp|Q92665|RT31_HUMAN	Q92665	RT31_HUMAN	MRPS31	395	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein mS31	1.0	0.999	10	73	73	73	13	11	8	16	11	14	13	11	8	16	11	14	13	11	8	16	11	14	538264.44	521346.97	560577.8	535957.2	556964.2	552583.2	86630.56	86777.55	90167.76	86137.2	90018.01	86819.8	
sp|Q92667|AKAP1_HUMAN	Q92667	AKAP1_HUMAN	AKAP1	903	Homo sapiens	1:Experimental evidence at protein level	A-kinase anchor protein 1, mitochondrial	1.0	0.999	10	49	3	49	9	11	7	7	6	9	0	1	0	0	1	1	9	11	7	7	6	9	175839.88	304715.9	207256.56	247420.97	244018.81	179341.81	45307.77	45237.395	47611.16	46060.84	44195.383	45870.523	
sp|Q92688|AN32B_HUMAN	Q92688	AN32B_HUMAN	ANP32B	251	Homo sapiens	1:Experimental evidence at protein level	Acidic leucine-rich nuclear phosphoprotein 32 family member B	1.0	0.999	9	102	102	181	17	15	18	15	18	19	17	15	18	15	18	19	30	27	30	28	32	34	4524994.0	4464257.0	4750549.0	4955832.5	5003346.5	4964845.5	2059911.0	2084707.2	2500546.8	2934099.0	3109669.2	3058977.2	
sp|Q92692|NECT2_HUMAN	Q92692	NECT2_HUMAN	NECTIN2	538	Homo sapiens	1:Experimental evidence at protein level	Nectin-2	1.0	0.999	5	11	2	11	5	0	2	1	1	2	0	0	1	0	0	1	5	0	2	1	1	2	104641.9	100099.34	102044.86	86505.54	96699.71	106804.055	35335.12	37684.254	36763.57	37782.54	35568.06	39477.332	
sp|Q92696|PGTA_HUMAN	Q92696	PGTA_HUMAN	RABGGTA	567	Homo sapiens	1:Experimental evidence at protein level	Geranylgeranyl transferase type-2 subunit alpha	1.0	0.999	6	15	0	15	1	3	2	3	2	4	0	0	0	0	0	0	1	3	2	3	2	4	145091.12	166703.5	173146.33	153775.75	197387.22	178070.42	60692.066	60279.48	64304.758	66839.516	70819.78	63460.81	
sp|Q92733|PRCC_HUMAN	Q92733	PRCC_HUMAN	PRCC	491	Homo sapiens	1:Experimental evidence at protein level	Proline-rich protein PRCC	1.0	0.999	5	51	22	51	9	9	9	7	8	9	5	2	4	3	4	4	9	9	9	7	8	9	375595.72	387026.75	391065.03	392892.4	366971.47	395637.66	105102.65	101629.84	102881.734	102858.44	96580.54	105256.73	
sp|Q92734|TFG_HUMAN	Q92734	TFG_HUMAN	TFG	400	Homo sapiens	1:Experimental evidence at protein level	Protein TFG	1.0	0.999	9	139	0	139	20	20	26	28	23	22	0	0	0	0	0	0	20	20	26	28	23	22	1180127.4	1050378.4	1008015.7	1059764.0	1075243.9	1033527.4	298096.03	292107.6	223705.03	238135.39	230592.72	217992.14	tr|A0A6Q8PFY7|A0A6Q8PFY7_HUMAN
sp|Q92747|ARC1A_HUMAN	Q92747	ARC1A_HUMAN	ARPC1A	370	Homo sapiens	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 1A	1.0	0.999	5	14	1	26	4	3	1	2	3	1	1	0	0	0	0	0	6	4	3	6	4	3	170477.2	63056.562	31131.121	23260.945	34069.625	14457.828	93980.77	0.0	0.0	0.0	33583.14	0.0	
sp|Q92759|TF2H4_HUMAN	Q92759	TF2H4_HUMAN	GTF2H4	462	Homo sapiens	1:Experimental evidence at protein level	General transcription factor IIH subunit 4	1.0	0.999	5	13	8	13	3	2	2	4	1	1	2	1	2	2	1	0	3	2	2	4	1	1	165462.77	105466.09	156770.22	251939.66	163272.9	125574.04	76329.7	82290.555	68202.48	80125.88	79668.31	76555.23	
sp|Q92766|RREB1_HUMAN	Q92766	RREB1_HUMAN	RREB1	1687	Homo sapiens	1:Experimental evidence at protein level	Ras-responsive element-binding protein 1	1.0	0.999	8	51	23	51	7	12	8	8	8	8	4	5	4	3	3	4	7	12	8	8	8	8	201487.66	177594.73	161243.06	181740.34	159908.28	222419.06	33247.516	30234.691	31878.367	34470.242	37439.023	37528.207	
sp|Q92769|HDAC2_HUMAN	Q92769	HDAC2_HUMAN	HDAC2	488	Homo sapiens	1:Experimental evidence at protein level	Histone deacetylase 2	1.0	0.999	14	144	99	211	30	24	24	23	24	19	20	17	17	15	17	13	40	36	35	33	33	34	1719829.4	1653066.6	1644523.6	1533798.5	1460449.5	1526735.1	317257.97	300736.16	297069.34	274591.7	264731.16	276564.34	
sp|Q92783|STAM1_HUMAN	Q92783	STAM1_HUMAN	STAM	540	Homo sapiens	1:Experimental evidence at protein level	Signal transducing adapter molecule 1	1.0	0.999	12	87	15	87	11	18	14	16	15	13	2	2	3	3	3	2	11	18	14	16	15	13	830804.6	894568.94	826917.5	807814.5	808919.1	803938.6	174795.45	181062.89	174261.86	173293.75	167449.23	167865.36	
sp|Q92785|REQU_HUMAN	Q92785	REQU_HUMAN	DPF2	391	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein ubi-d4	1.0	0.999	16	128	0	128	21	25	20	19	25	18	0	0	0	0	0	0	21	25	20	19	25	18	922183.1	905330.3	887149.9	877230.94	910602.7	869155.94	128002.7	124649.45	123531.71	119673.77	126376.086	123249.79	
sp|Q92793|CBP_HUMAN	Q92793	CBP_HUMAN	CREBBP	2442	Homo sapiens	1:Experimental evidence at protein level	CREB-binding protein	1.0	0.999	13	14	2	41	5	4	0	2	1	2	2	0	0	0	0	0	9	10	4	5	4	9	212170.03	208406.19	34241.945	63819.39	128496.95	106349.42	69706.08	70310.42	68034.53	69607.55	60381.254	61214.8	
sp|Q92794|KAT6A_HUMAN	Q92794	KAT6A_HUMAN	KAT6A	2004	Homo sapiens	1:Experimental evidence at protein level	Histone acetyltransferase KAT6A	1.0	0.999	3	18	0	24	3	2	4	4	3	2	0	0	0	0	0	0	4	4	5	4	5	2	58275.285	70991.266	62720.844	46675.867	45657.562	44669.457	37692.14	46126.453	42203.168	34780.71	34481.297	33243.566	tr|A0A3B3IS53|A0A3B3IS53_HUMAN, tr|A0A3F2YNX6|A0A3F2YNX6_HUMAN
sp|Q92797|SYMPK_HUMAN	Q92797	SYMPK_HUMAN	SYMPK	1274	Homo sapiens	1:Experimental evidence at protein level	Symplekin	1.0	0.999	30	172	21	172	36	32	28	25	28	23	4	4	3	3	4	3	36	32	28	25	28	23	1255372.2	1372692.8	1234854.4	1265546.5	1219072.2	1174900.2	147593.44	161045.5	149699.39	157938.36	147171.94	146485.69	
sp|Q92804|RBP56_HUMAN	Q92804	RBP56_HUMAN	TAF15	592	Homo sapiens	1:Experimental evidence at protein level	TATA-binding protein-associated factor 2N	1.0	0.999	9	89	0	125	14	16	18	14	14	13	0	0	0	0	0	0	22	21	24	22	18	18	1811518.8	1860713.0	1729423.2	1725323.6	1713763.4	1708893.4	724471.94	747599.5	679393.0	687097.7	683900.9	679495.06	
sp|Q92820|GGH_HUMAN	Q92820	GGH_HUMAN	GGH	318	Homo sapiens	1:Experimental evidence at protein level	Gamma-glutamyl hydrolase	1.0	0.999	8	61	7	61	10	12	8	12	7	12	1	1	1	2	0	2	10	12	8	12	7	12	463659.0	463086.22	467013.75	468730.9	461235.75	484360.34	93678.58	97649.67	97803.445	100444.92	99286.03	99423.266	
sp|Q92828|COR2A_HUMAN	Q92828	COR2A_HUMAN	CORO2A	525	Homo sapiens	1:Experimental evidence at protein level	Coronin-2A	1.0	0.999	4	31	31	31	4	6	6	3	5	7	4	6	6	3	5	7	4	6	6	3	5	7	158252.27	169115.31	156616.7	154370.22	161222.92	166192.28	47743.746	50914.83	46938.504	46692.797	48738.01	50002.848	
sp|Q92841|DDX17_HUMAN	Q92841	DDX17_HUMAN	DDX17	729	Homo sapiens	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX17	1.0	0.999	29	288	0	406	50	49	46	46	52	45	0	0	0	0	0	0	67	70	65	68	71	65	6885557.5	6707440.0	6795404.0	6528537.5	6667331.5	6413433.0	671744.2	661139.75	673863.44	654745.6	652607.5	641169.56	tr|A0A1X7SBZ2|A0A1X7SBZ2_HUMAN, tr|A0A5H1ZRQ2|A0A5H1ZRQ2_HUMAN
sp|Q92844|TANK_HUMAN	Q92844	TANK_HUMAN	TANK	425	Homo sapiens	1:Experimental evidence at protein level	TRAF family member-associated NF-kappa-B activator	1.0	0.999	2	18	0	18	3	4	4	3	1	3	0	0	0	0	0	0	3	4	4	3	1	3	56651.227	44703.906	29149.512	49465.773	60862.35	57572.117	32915.195	24891.826	0.0	28648.71	34908.125	33465.523	tr|E7ENY2|E7ENY2_HUMAN, tr|E7EQA9|E7EQA9_HUMAN
sp|Q92851|CASPA_HUMAN	Q92851	CASPA_HUMAN	CASP10	521	Homo sapiens	1:Experimental evidence at protein level	Caspase-10	1.0	0.999	3	16	4	16	5	3	3	1	3	1	2	1	1	0	0	0	5	3	3	1	3	1	71005.95	54249.72	54474.086	55307.027	33815.6	27502.492	34254.125	27309.041	27007.799	36369.535	0.0	0.0	
sp|Q92871|PMM1_HUMAN	Q92871	PMM1_HUMAN	PMM1	262	Homo sapiens	1:Experimental evidence at protein level	Phosphomannomutase 1	0.9514	0.999	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	25214.527	20209.307	24489.367	30963.44	0.0	27786.777	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92878|RAD50_HUMAN	Q92878	RAD50_HUMAN	RAD50	1312	Homo sapiens	1:Experimental evidence at protein level	DNA repair protein RAD50	1.0	0.999	40	269	0	269	45	48	44	44	44	44	0	0	0	0	0	0	45	48	44	44	44	44	2635790.2	2761006.5	2772268.0	3118407.0	2805249.0	3143335.0	194008.22	193544.9	196681.98	203691.67	202534.81	206472.2	
sp|Q92882|OSTF1_HUMAN	Q92882	OSTF1_HUMAN	OSTF1	214	Homo sapiens	1:Experimental evidence at protein level	Osteoclast-stimulating factor 1	1.0	0.999	4	35	35	35	7	5	6	7	6	4	7	5	6	7	6	4	7	5	6	7	6	4	191536.3	195655.88	183186.08	189789.61	186834.72	161819.2	80224.48	81149.87	76157.73	79842.18	78554.79	73925.75	
sp|Q92888|ARHG1_HUMAN	Q92888	ARHG1_HUMAN	ARHGEF1	912	Homo sapiens	1:Experimental evidence at protein level	Rho guanine nucleotide exchange factor 1	1.0	0.999	24	158	0	158	25	27	17	35	28	26	0	0	0	0	0	0	25	27	17	35	28	26	1424515.5	1487995.1	1510842.9	1494897.1	1460639.6	1399416.9	129427.555	134457.69	137920.34	137833.06	139725.86	140986.98	tr|A0A8V8TMH9|A0A8V8TMH9_HUMAN, tr|A0A9L9PYI1|A0A9L9PYI1_HUMAN, tr|M0QZR4|M0QZR4_HUMAN
sp|Q92890|UFD1_HUMAN	Q92890	UFD1_HUMAN	UFD1	307	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin recognition factor in ER-associated degradation protein 1	1.0	0.999	11	98	10	98	16	25	18	14	11	14	2	3	2	1	1	1	16	25	18	14	11	14	1618854.1	1621352.1	1575797.9	1533175.8	1537143.4	1573934.6	500947.12	505161.78	480829.3	475470.53	480129.25	475665.88	
sp|Q92896|GSLG1_HUMAN	Q92896	GSLG1_HUMAN	GLG1	1179	Homo sapiens	1:Experimental evidence at protein level	Golgi apparatus protein 1	1.0	0.999	10	39	10	39	10	9	5	6	6	3	2	3	1	1	2	1	10	9	5	6	6	3	269046.9	325835.7	289061.0	300393.06	220387.84	281781.7	107983.88	111306.66	104736.75	107433.95	100024.36	112036.84	
sp|Q92900|RENT1_HUMAN	Q92900	RENT1_HUMAN	UPF1	1129	Homo sapiens	1:Experimental evidence at protein level	Regulator of nonsense transcripts 1	1.0	0.999	45	461	34	461	77	80	80	78	79	67	7	6	5	8	4	4	77	80	80	78	79	67	6734943.0	6761402.0	6615581.0	6610639.5	6613381.0	6551649.5	334553.25	342731.88	341886.97	344877.88	342863.62	339170.22	
sp|Q92905|CSN5_HUMAN	Q92905	CSN5_HUMAN	COPS5	334	Homo sapiens	1:Experimental evidence at protein level	COP9 signalosome complex subunit 5	1.0	0.999	12	102	25	102	19	16	16	18	16	17	6	3	4	5	4	3	19	16	16	18	16	17	980579.7	1001431.56	927275.5	933503.06	915507.2	890736.3	166832.27	169400.11	159214.84	164949.39	162967.27	162729.0	
sp|Q92917|GPKOW_HUMAN	Q92917	GPKOW_HUMAN	GPKOW	476	Homo sapiens	1:Experimental evidence at protein level	G-patch domain and KOW motifs-containing protein	1.0	0.999	21	179	179	179	31	29	27	26	29	37	31	29	27	26	29	37	31	29	27	26	29	37	1639025.1	1752523.1	1541613.9	1639908.4	1594064.6	1506874.1	227429.28	223396.9	215828.61	231336.34	221164.33	216474.84	
sp|Q92922|SMRC1_HUMAN	Q92922	SMRC1_HUMAN	SMARCC1	1105	Homo sapiens	1:Experimental evidence at protein level	SWI/SNF complex subunit SMARCC1	1.0	0.999	36	379	240	379	60	74	60	56	65	64	35	47	39	36	42	41	60	74	60	56	65	64	5239046.5	5565153.0	5452227.5	5507898.5	5476709.0	5574463.5	378847.7	390205.38	377278.97	384595.94	387320.9	392849.75	
sp|Q92925|SMRD2_HUMAN	Q92925	SMRD2_HUMAN	SMARCD2	531	Homo sapiens	1:Experimental evidence at protein level	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2	1.0	0.999	19	143	0	143	24	29	21	22	23	24	0	0	0	0	0	0	24	29	21	22	23	24	1030603.0	1083499.0	1091629.5	1080547.5	1041507.1	1097907.1	197954.12	189043.98	190412.6	188593.78	189104.36	190118.03	tr|A0A8V8TLV3|A0A8V8TLV3_HUMAN, tr|J3KMX2|J3KMX2_HUMAN
sp|Q92930|RAB8B_HUMAN	Q92930	RAB8B_HUMAN	RAB8B	207	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-8B	1.0	0.999	5	16	2	57	2	2	3	3	2	4	0	1	1	0	0	0	8	8	10	11	10	10	104119.88	61375.9	113366.29	73614.945	71308.47	70870.16	46705.742	40235.41	53486.508	46273.91	44381.754	44475.996	
sp|Q92932|PTPR2_HUMAN	Q92932	PTPR2_HUMAN	PTPRN2	1015	Homo sapiens	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase N2	0.9953	0.9955	2	2	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3451.148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92934|BAD_HUMAN	Q92934	BAD_HUMAN	BAD	168	Homo sapiens	1:Experimental evidence at protein level	Bcl2-associated agonist of cell death	0.824	0.9958	1	2	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	13538.63	9235.795	12414.816	12740.515	11350.648	14738.784	0.0	0.0	0.0	0.0	0.0	0.0	tr|A8MXU7|A8MXU7_HUMAN, tr|F5GYS3|F5GYS3_HUMAN
sp|Q92945|FUBP2_HUMAN	Q92945	FUBP2_HUMAN	KHSRP	711	Homo sapiens	1:Experimental evidence at protein level	Far upstream element-binding protein 2	1.0	0.999	32	690	0	690	120	116	105	112	122	115	0	0	0	0	0	0	120	116	105	112	122	115	1.3493538E7	1.3226996E7	1.3315663E7	1.3461646E7	1.3361318E7	1.3403351E7	922305.44	918302.56	909368.94	929022.75	908396.56	928731.44	
sp|Q92947|GCDH_HUMAN	Q92947	GCDH_HUMAN	GCDH	438	Homo sapiens	1:Experimental evidence at protein level	Glutaryl-CoA dehydrogenase, mitochondrial	1.0	0.999	4	26	17	26	3	5	4	5	3	6	2	4	3	4	1	3	3	5	4	5	3	6	85206.82	136998.11	93555.83	118643.47	82422.76	80157.555	34701.348	40973.64	37421.81	34983.418	31339.547	31833.357	
sp|Q92968|PEX13_HUMAN	Q92968	PEX13_HUMAN	PEX13	403	Homo sapiens	1:Experimental evidence at protein level	Peroxisomal membrane protein PEX13	0.8682	0.997	1	2	2	2	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	114125.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92973|TNPO1_HUMAN	Q92973	TNPO1_HUMAN	TNPO1	898	Homo sapiens	1:Experimental evidence at protein level	Transportin-1	1.0	0.999	32	384	0	384	59	62	63	60	66	74	0	0	0	0	0	0	59	62	63	60	66	74	4717501.5	4899959.5	5094030.0	5212399.0	5209171.0	5039822.5	595706.5	609671.3	589394.75	597497.6	612921.2	595856.9	
sp|Q92974|ARHG2_HUMAN	Q92974	ARHG2_HUMAN	ARHGEF2	986	Homo sapiens	1:Experimental evidence at protein level	Rho guanine nucleotide exchange factor 2	1.0	0.999	31	229	0	229	37	44	33	37	43	35	0	0	0	0	0	0	37	44	33	37	43	35	1764373.0	1884661.6	1735691.0	1834247.1	1695705.0	1763921.8	147220.98	144305.55	136989.0	143620.25	135960.92	139201.56	tr|A0A5F9ZI21|A0A5F9ZI21_HUMAN, tr|A0A8Q3SIN5|A0A8Q3SIN5_HUMAN, tr|V9GYM8|V9GYM8_HUMAN
sp|Q92979|NEP1_HUMAN	Q92979	NEP1_HUMAN	EMG1	244	Homo sapiens	1:Experimental evidence at protein level	Ribosomal RNA small subunit methyltransferase NEP1	1.0	0.999	12	101	14	101	17	17	17	15	16	19	2	2	2	2	3	3	17	17	17	15	16	19	948795.1	922947.0	928916.8	978424.06	970449.75	944163.44	124695.36	120781.25	123992.06	126726.46	123404.305	120664.56	
sp|Q92989|CLP1_HUMAN	Q92989	CLP1_HUMAN	CLP1	425	Homo sapiens	1:Experimental evidence at protein level	Polyribonucleotide 5'-hydroxyl-kinase Clp1	1.0	0.999	5	21	0	21	6	3	2	4	5	1	0	0	0	0	0	0	6	3	2	4	5	1	199798.47	193370.1	178131.17	188688.58	180980.31	181176.06	64268.508	60415.88	63266.996	65019.152	69751.805	68747.945	tr|E9PL17|E9PL17_HUMAN
sp|Q92990|GLMN_HUMAN	Q92990	GLMN_HUMAN	GLMN	594	Homo sapiens	1:Experimental evidence at protein level	Glomulin	1.0	0.999	9	48	28	48	9	9	9	8	6	7	5	5	5	5	4	4	9	9	9	8	6	7	387564.5	406319.72	397938.0	368043.7	359719.25	366336.0	126948.63	135864.31	129593.61	121684.414	115643.03	116187.28	
sp|Q92993|KAT5_HUMAN	Q92993	KAT5_HUMAN	KAT5	513	Homo sapiens	1:Experimental evidence at protein level	Histone acetyltransferase KAT5	1.0	0.999	3	4	0	4	1	2	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	29096.844	28849.84	23306.984	8172.9727	35332.188	0.0	18422.842	15973.929	15152.449	0.0	21329.535	0.0	tr|E9PRL6|E9PRL6_HUMAN, tr|E9PRM3|E9PRM3_HUMAN
sp|Q92994|TF3B_HUMAN	Q92994	TF3B_HUMAN	BRF1	677	Homo sapiens	1:Experimental evidence at protein level	Transcription factor IIIB 90 kDa subunit	0.9997	0.999	2	2	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0.0	11370.358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|H0YIV6|H0YIV6_HUMAN
sp|Q93008|USP9X_HUMAN	Q93008	USP9X_HUMAN	USP9X	2554	Homo sapiens	1:Experimental evidence at protein level	Probable ubiquitin carboxyl-terminal hydrolase FAF-X	0.9852	0.999	43	249	0	249	45	53	41	42	35	33	0	0	0	0	0	0	45	53	41	42	35	33	1642669.6	1695455.8	1590897.6	1654704.1	1582741.4	1558268.0	102166.88	100129.266	100482.09	105473.45	103476.42	106069.2	
sp|Q93009|UBP7_HUMAN	Q93009	UBP7_HUMAN	USP7	1102	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 7	1.0	0.999	52	450	0	450	87	81	64	76	70	72	0	0	0	0	0	0	87	81	64	76	70	72	3772284.5	3785689.8	3706958.5	3870097.5	3880772.5	3772853.0	222731.12	221486.62	224242.97	219859.42	225799.62	226542.81	
sp|Q93034|CUL5_HUMAN	Q93034	CUL5_HUMAN	CUL5	780	Homo sapiens	1:Experimental evidence at protein level	Cullin-5	1.0	0.999	13	68	49	68	10	14	13	11	8	12	7	11	7	9	5	10	10	14	13	11	8	12	501445.62	553405.5	538504.5	476568.0	526199.06	536303.3	88513.16	95959.11	89804.62	89998.81	90179.47	91350.98	
sp|Q93050|VPP1_HUMAN	Q93050	VPP1_HUMAN	ATP6V0A1	837	Homo sapiens	1:Experimental evidence at protein level	V-type proton ATPase 116 kDa subunit a 1	1.0	0.999	16	97	0	97	14	17	8	20	15	23	0	0	0	0	0	0	14	17	8	20	15	23	787033.56	875607.2	823933.94	830927.44	974917.94	1037251.7	134106.06	127900.195	145646.31	144432.05	146385.67	145493.39	
sp|Q93074|MED12_HUMAN	Q93074	MED12_HUMAN	MED12	2177	Homo sapiens	1:Experimental evidence at protein level	Mediator of RNA polymerase II transcription subunit 12	1.0	0.999	14	42	0	42	12	8	5	5	6	6	0	0	0	0	0	0	12	8	5	5	6	6	382196.47	359590.6	382600.44	380245.84	245815.05	351763.1	118308.49	118761.8	115899.76	120597.5	123810.47	116383.65	tr|A0A0A0MR79|A0A0A0MR79_HUMAN, tr|A0A8I5KUR0|A0A8I5KUR0_HUMAN, tr|A0A8I5KW86|A0A8I5KW86_HUMAN, tr|A0A8I5QJW8|A0A8I5QJW8_HUMAN
sp|Q93100|KPBB_HUMAN	Q93100	KPBB_HUMAN	PHKB	1093	Homo sapiens	1:Experimental evidence at protein level	Phosphorylase b kinase regulatory subunit beta	1.0	0.999	7	14	4	14	3	3	2	1	4	1	0	0	2	1	1	0	3	3	2	1	4	1	81423.63	78766.805	93500.3	92036.5	94341.0	101616.55	26470.793	26772.383	30610.242	27331.771	26687.168	26937.465	
sp|Q969E2|SCAM4_HUMAN	Q969E2	SCAM4_HUMAN	SCAMP4	229	Homo sapiens	1:Experimental evidence at protein level	Secretory carrier-associated membrane protein 4	0.9513	0.999	1	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	132303.88	134387.22	141606.9	127686.27	153188.14	111751.27	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q969E8|TSR2_HUMAN	Q969E8	TSR2_HUMAN	TSR2	191	Homo sapiens	1:Experimental evidence at protein level	Pre-rRNA-processing protein TSR2 homolog	1.0	0.999	2	11	11	11	2	3	2	2	1	1	2	3	2	2	1	1	2	3	2	2	1	1	72228.14	71757.2	76734.92	76021.984	72947.82	79589.234	38978.555	39274.035	42104.37	41815.742	40137.586	43258.746	
sp|Q969F1|TF3C6_HUMAN	Q969F1	TF3C6_HUMAN	GTF3C6	213	Homo sapiens	1:Experimental evidence at protein level	General transcription factor 3C polypeptide 6	0.9999	0.999	2	9	9	9	1	2	2	1	1	2	1	2	2	1	1	2	1	2	2	1	1	2	121391.86	140226.31	132580.6	128482.22	94210.66	121272.664	79825.39	90146.195	103325.33	99150.47	79653.67	97016.97	
sp|Q969G3|SMCE1_HUMAN	Q969G3	SMCE1_HUMAN	SMARCE1	411	Homo sapiens	1:Experimental evidence at protein level	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	1.0	0.999	12	106	0	106	16	20	19	21	13	17	0	0	0	0	0	0	16	20	19	21	13	17	1223537.1	1392759.5	1258401.9	1371331.5	1228040.2	1369319.6	289636.0	301772.47	293480.78	294814.3	279748.84	287531.97	tr|A0A2R8Y4T4|A0A2R8Y4T4_HUMAN, tr|A0A2R8Y765|A0A2R8Y765_HUMAN, tr|A0A2R8Y7I9|A0A2R8Y7I9_HUMAN, tr|A0A2R8Y7U4|A0A2R8Y7U4_HUMAN, tr|A0A2R8Y855|A0A2R8Y855_HUMAN, tr|A0A2U3TZQ7|A0A2U3TZQ7_HUMAN, tr|B4DGM3|B4DGM3_HUMAN
sp|Q969G6|RIFK_HUMAN	Q969G6	RIFK_HUMAN	RFK	155	Homo sapiens	1:Experimental evidence at protein level	Riboflavin kinase	1.0	0.9987	2	3	2	3	1	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	1	0	46914.562	40300.125	35266.125	43297.92	36519.68	37125.996	34682.79	29830.543	0.0	0.0	0.0	0.0	
sp|Q969H6|POP5_HUMAN	Q969H6	POP5_HUMAN	POP5	163	Homo sapiens	1:Experimental evidence at protein level	Ribonuclease P/MRP protein subunit POP5	0.9514	0.999	1	8	8	8	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	2	2	58613.71	68699.195	64441.01	69029.055	64492.066	64685.336	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q969H8|MYDGF_HUMAN	Q969H8	MYDGF_HUMAN	MYDGF	173	Homo sapiens	1:Experimental evidence at protein level	Myeloid-derived growth factor	1.0	0.999	4	38	0	38	7	7	6	6	6	6	0	0	0	0	0	0	7	7	6	6	6	6	433832.12	511147.7	534291.0	553309.06	575333.56	576141.0	223004.52	231513.75	247244.88	253295.92	259066.9	264344.72	tr|M0QYN0|M0QYN0_HUMAN
sp|Q969J2|ZKSC4_HUMAN	Q969J2	ZKSC4_HUMAN	ZKSCAN4	545	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein with KRAB and SCAN domains 4	0.9514	0.999	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	7177.975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
